고유번호,노선,노선명칭,역명칭,운행방향1,운행방향2,엘리베이터 자막,사용여부,출구정보,전화번호
239,5,5호선,충정로,방화,"상일도,마천",,Y,"||1@아현초등학교  ||,||2@마포도서관(아현분관) ||,||3@서울지방법원서부지원, 서울지방검찰청서부지청 ||,||4@신촌전화국(아현분국), 종로학원, 경기대학교 ||",긴급전화(역무실) : 02-6311-5311
240,5,5호선,서대문,방화,"상일도,마천",,Y,"||1@삼창빌딩, 동아일보사, 한일은행, 충정로파출소  ||,||2@해동화재, 농협, 프랑스대사관, 미동초등교||,||3@종근당, 동양화재, 상수도사업본부 ||,||4@경기대학교, 국민은행, 조흥은행, 인창중고교 ||,||5@충정로우체국, 하나은행, 동명중교, 금화초교 ||,||6@농협중앙회, 호암아트홀, 중앙일보, 이화여고, 신한은행, 삼도빌딩, 유관순기념관 ||,||7@경찰청, 서대문경찰서, 국민고충처리위원회, 임광빌딩, 주택은행 ||,||8@화양극장, 피어리스빌딩, 해동화재, 상업은행, 담배인삼공사, 미동초등교 ||",긴급전화(역무실) : 02-6311-5321
242,5,5호선,종로3가,방화,"상일도,마천",,Y,"||1@중앙정보처리학원, 중앙병원, 국민은행, 돈화문 ||,||2@단성사, 피카디리극장, 서울극장, 종로소방서, 종로3, 4가동사무소, 세운상가, 종묘 ||,||3@돈의동, 드림운전정보센터||,||4@탑골공원, 낙원상가, 인사동, 제일은행, 주택은행, 시사영어사, 교동초등교, 운현초등교, 파고다극장, 허리우드극장, 종로세무서, 수운회관 ||",긴급전화(역무실) : 02-6311-5341
243,5,5호선,을지로4가,방화,"상일도,마천",,Y,"||1@외환은행, 미상상가, 국민은행, 광장시장, 농협, 방산시장 ||,||2@2호선출구 ||,||3@2호선출구 ||,||4@대림상가, 세운상가, 동화은행, 미싱상가, 세운상가, 동남은행 ||",긴급전화(역무실) : 02-6311-5351
375,9,분당선,모란,선릉,보정,,Y,"||1@한국통신, 주택은행  ||,||2@국민은행, 조흥은행  ||,||3@성남종합운동장, 중원구청  ||,||4@경기은행, 한미은행 ||,||5@시외버스터미널 ||,||6@모란시장, 농협  ||,||7@농협, 모란시장  ||,||8@성수초등교, 모란예식장  ||",긴급전화(역무실) : 031-721-4600
384,10,중앙선,용산,용산,팔당,,Y,"||1@마이웨딩홀, 용사의집, 용산공고, 웨딩코리아, 철도노조, 관광버스터미널||,||2@현대홈쇼핑||",긴급전화(역무실) : 02-3780-5408
387,10,중앙선,한남,용산,팔당,,Y,"||1@단국대학교, 한남1동사무소, 한남파출소||",긴급전화(역무실) : 02-798-5710
390,10,중앙선,왕십리,용산,팔당,,Y,"||1@왕십리종합시장, 한국예술고등학교||,||2@한국예술고등학교||,||3@성동경찰서||,||4@성동경찰서||,||6@동마중학교, 한양여중고교||,||8@행당1파출소||,||9@동부수도사업소, 행당1동사무소||,||10@성동우체국||",긴급전화(역무실) : 02-2291-7787
410,12,인천선,귤현,계약,동막,,Y,"||1@귤현차량기지, 계양중학교, 군부대 ||",긴급전화(역무실) : 032-515-9104
412,12,인천선,임학,계약,동막,,Y,"||1@서해종합상가, 새마을금고, 임학중학교, 병방초등학교, 계양농협(임학지소), 한림산부인과, 계양한식, 김원섭치과, 고만성소아과, 계양어린이집, 영남아파트, 서원아파트, 한진아파트, 서해아파트||,||2@길주초등교, 계양고교, 그랜드마트, 까르푸, 계산제일교회, 계양경찰서, 계양등기소, 계산여고, 계양우체국, 작전초등교, 용종마을, 신대진아파트, 두산아파트, 쌍용아파트, 중앙아파트||,||3@국민은행, 서해정형외과, 임학파출소, 계양2동사무소, 훼밀리코아, 브니엘정형외과, 계양성심병원, 하나여성병원||,||4@청소년수련회관, 새마을금고, 세기약국, 열린치과, 용정아파트, 유호아파트, 한국아파트, 삼우아파트, 아주아파트, 인우아파트, 진달래아파트, 한일아파트, 중원아파트||",긴급전화(역무실) : 032-541-3113
209,4,4호선,상록수,당고개,오이도,,Y,"||1@안산전문대,중앙병원,||,||2@한양대안산캠퍼스,본오1동,우성아파트,월드아파트,신안아파트,주공아파트,||",긴급전화(역무실) : 031-407-7788
30,1,1호선,도원,소요산,인천,,Y,"||1@종합운동장,광성초등교,버스터미널,인천항,숭의로터리,실내수영장,남인천세무서,경인요리학원,조리사협회,장산부인과,동구청,인천세무서,소방서,인천의료원,송림사거리,대헌전문대,영화여상||",긴급전화(역무실) : 032-773-7788
35,1,1호선,백운,소요산,인천,,Y,"||1@현대아파트,산곡동방면,마을버스정류장,우체국,현대백화점,민방위교육장,||,||2@백운관광호텔,동암방면,||",긴급전화(역무실) : 032-524-7788
36,1,1호선,부평,소요산,인천,,Y,"||1@역전파출소,부평코아,대한극장||,||2@삼화고속,보건소,마사회,부평시장,부평지하상가,||,||3@성모자애병원,경찰종합학교,||",긴급전화(역무실) : 032-528-1439
37,1,1호선,부개,소요산,인천,,Y,"||1@경인로,부개1동,농협,일신시장||,||2@부개2동,서울무선전신국,부평송신소||",긴급전화(역무실) : 032-514-7788
367,9,분당선,도곡,선릉,보정,,Y,"||1@서울대도초등학교, 숙명여중고교, 중앙대부속고교||,||2@단국대부속중고교, 대치주공, 청실아파트||,||3@개포고교, 선경아파트, 수도전기공고교||,||4@구룡중학교, 군인공제회||",긴급전화(역무실) : 02-3462-2701
3,1,1호선,직산,구로,천안,,Y,,긴급전화(역무실) : 041-568-7788
7,1,1호선,서정리,구로,천안,,Y,,긴급전화(역무실) : 031-662-7788
8,1,1호선,송탄,구로,천안,,Y,,긴급전화(역무실) : 031-666-7788
14,1,1호선,세류,구로,천안,,Y,,긴급전화(역무실) : 031-238-3089
338,7,7호선,장승배기,장암,온수,,Y,"||1@동작등기소, 동작교육청, 동작문화복지센타, 동작구보건소, 영도시장, 장승중학교||,||2@상도제2동파출소, 신상도파출소, 신상도초등학교||,||3@상도제4동사무소, 상도초등학교, 상도제4동파출소||,||4@동작종합사회복지관, 영등포중고교, 영화초등학교||,||5@동작구청, 동작구의회, 노량진제2동사무소, 노량진제2동파출소, 삼거리시장||,||6@동작도서관, 상도제2동사무소, 노량진초등학교||",긴급전화(역무실) : 02-6311-7401
342,7,7호선,대림,장암,온수,승강기 위치는 9번출구 쪽에 있습니다.    승강기를 이용하여 지하1층 대합실로 내려가십시오.    개찰구를 통과하신 후 정면에 있는 승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@구로제3동, 영서초등학교||,||2@구로제6동, 구로제6동사무소||,||3@동구로초등학교, 구로중학교||,||4@구로구청, 구로경찰서||,||5@대림제3동사무소, 영남중학교||,||6@대림제3동파출소, 두암종합시장||,||7@대림제3동파출소, 두암종합시장||,||8@구로제2교, 남부도로사업소||,||9@대림제3동, 영남중학교||,||10@대림제3동사무소, 남부도로사업소, 도신초등학교, 대림제3동파출소||,||11@대림제2동사무소, 대동초등학교, 대림초중학교, 대림제2동파출소, 대림중앙시장||,||12@대림제2동, 영서중학교, 구로1교, 구로2교||",긴급전화(역무실) : 02-6311-7441
350,8,8호선,신흥,암사,모란,승강기 위치는 밝은연세안과 주변 1번출구 쪽에 있습니다.    1번출구 장애인리프트를 이용하십시오.    장애인리프트에 내리셔서 좌측으로 직진하시면 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 단대오거리 방면 승강장 위치입니다.,Y,"||1@남한산성방면, 중동||,||2@모란방면, 성호시장||,||3@모란방면, 신흥3동, 종합시장||,||4@남한산성방면, 성남지방노동사무소||",긴급전화(역무실) : 02-6311-8241
357,8,8호선,가락시장,암사,모란,,Y,"||1@잠실방면, 국립경찰병원||,||2@성남방면, 중앙전파관리소방면 ||,||3@농수산물종합도매시장방면||,||4@농수산물종합도매시장방면||",긴급전화(역무실) : 02-6311-8171
368,9,분당선,구룡,선릉,보정,,Y,,긴급전화(역무실) : 02-579-7760
371,9,분당선,수서,선릉,보정,,Y,"||1@서울특별시아동복지센터, 서울특별시여성보호센터||,||2@명화종합사회복지관, 세종고교, 수서중학교, 수서초등학교||,||3@수서동사무소, 수서파출소||,||5@수서종합사회복지관||",긴급전화(역무실) : 02-2226-6881
374,9,분당선,태평,선릉,보정,,Y,"||1@태평초등교, 수진초등교, 태평예식장  ||,||2@제일은행, 중앙시장  ||,||3@상업은행, 인하병원  ||,||4@제일시장, 현대자동차, 수진2동사무소  ||,||5@동남은행, 삼부아파트  ||,||6@중부경찰서, 태평1동사무소, 태평1파출소 ||",긴급전화(역무실) : 031-751-7788
377,9,분당선,이매,선릉,보정,,Y,,긴급전화(역무실) : 031-781-6483
382,9,분당선,오리,선릉,보정,,Y,"||1@좌석버스종점  ||,||2@대한주택공사  ||,||3@LG,대림아파트, 청구,건영아파트||,||4@신한아파트  ||,||5@벽산아파트, 농산물유통센타  ||,||6@벽산아파트, 농산물유통센타  ||,||7@벽산아파트, 농산물유통센타  ||",긴급전화(역무실) : 031-713-3234
389,10,중앙선,응봉,용산,팔당,,Y,||1@광희중학교||,긴급전화(역무실) : 02-2295-6319
397,10,중앙선,구리,용산,팔당,,Y,,긴급전화(역무실) : 031-551-7788
398,10,중앙선,도농,용산,팔당,,Y,,긴급전화(역무실) : 031-563-7788
399,10,중앙선,양정,용산,팔당,,Y,,긴급전화(역무실) : 031-559-7786
400,10,중앙선,덕소,용산,팔당,,Y,,긴급전화(역무실) : 031-577-7788
401,10,중앙선,도심,용산,팔당,,Y,,긴급전화(역무실) : 031-521-8675
402,10,중앙선,팔당,용산,팔당,,Y,,긴급전화(역무실) : 031-576-2888
403,11,공항선,김포공항,인천국제공항,김포공항,,Y,,긴급전화(역무실) : 
404,11,공항선,계양,인천국제공항,김포공항,,Y,,긴급전화(역무실) : 
406,11,공항선,운서,인천국제공항,김포공항,,Y,,긴급전화(역무실) : 
407,11,공항선,공항 화물청사,인천국제공항,김포공항,,Y,,긴급전화(역무실) : 
137,3,3호선,화정,대화,수서,,Y,"||1@백양초등교||,||2@화정초중교,시민회관,중소기업은행,상업은행,||,||3@화정고교,용정고교,세영병원,주택은행,||,||4@덕양구청,화중초교,||",긴급전화(역무실) : 031-974-4971
153,3,3호선,동대입구,대화,수서,승강기 위치는 6번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      좌측 방향으로 이동하신 후      승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@퇴계로 방면, 충무초등학교, 서울시티투어버스타는 곳, 대한간호협회||,||2@쌍림동, 동대문역사문화공원 방면||,||3@장충동1가, 광희문방면, 장충동주민센터||,||4@신당2동, 약수방면, 장충초등학교||,||5@장충체육관, 중부수도사업소, 한국자유총연맹||,||6@N서울타워, 국립극장/공연예술박물관, 남산공원, 장충단공원, 동국대학교, 장충파출소, 장충동2가||",긴급전화(역무실) : 02-6110-3321
158,3,3호선,신사,대화,수서,승강기 위치는 1번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      우측 있는 개찰구를 통과하십시오.      정면에 있는 승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@논현1동, 서울세관방면, 국민연금 강남신사지사, 학동공원, 논현아파트||,||2@논현1동||,||3@강남대로, 영동시장||,||4@잠원동, 강남대로, 새서울맨션||,||5@잠원동, 한신신반포아파트, 롯데캐슬갤럭시아파트||,||6@신사동, 한남대교, 한국지역진흥재단||,||7@신사동||,||8@가로수길, 신사동, 압구정방면, 압구정지구대, 기업은행 신사동지점||",긴급전화(역무실) : 02-6110-3371
93,2,2호선,을지로입구,시청,시청,"승강기 위치는 1번출구 쪽에 있습니다.      승강기를 이용하여 지하1층 대합실로 내려가십시오.      우측 방향으로 이동하신 후      좌, 우측 승강기를 이용하여 승강장으로 내려가십시오",Y,"||1@서울시청, 서울시청(을지로별관), 국가인권위원회, 서울글로벌센터, 서울일자리플러스센터A||,||2@다동, 청계천방면, 무교동, 한국관광공사, 예금보험공사, 태평로파출소||,||3@광교, 청계천방면||,||4@을지3가방면, 을지한빛거리, 서울고용노동청, 서울고용센터||,||5@명동, 을지로3가방면, 명동성당, 서울여자기독교청년회, 계성여자고등학교||,||6@명동, 한국전력, 서울중앙우체국, 한성화교소학교, 유네스코회관(유네스코한국위원회), 국민건강보험공단 중구지사||,||7@한국은행, 소공동||,||8@소공동방면||",긴급전화(역무실) : 02-6110-2021
167,3,3호선,학여울,대화,수서,리프트 위치는 1번 출구쪽에 있습니다      리프트를 이용하여 1번 출구를 내려오신 후      정면에 있는 승강기를 이용하여 지하 4층 대합실로 내려가십시오.      우측 방향으로 이동하여 개찰구를 통과하십시오.      정면에 있는 승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@서울산업통상진흥원/세텍, 한국가스안전공사, 새마을운동중앙회, 한국토지공사 서울지사, 서울특별시 동부도로사업소, 미도아파트, 쌍용아파트, 은마아파트, 우성아파트||",긴급전화(역무실) : 02-6110-3461
168,3,3호선,대청,대화,수서,승강기 위치는 8번 출구쪽에 있습니다      승강기를 이용하여 지하 2층 대합실로 내려가십시오.      우측 방향으로 이동하신 후      정면에 있는 승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@일원2동, 대진초등학교, 강남지역자활센터||,||2@탄천물재생센터||,||3@대청공원, 삼성아파트, 일원치안센터||,||4@중동고등학교, 영희초등학교, 대청초등학교||,||5@일원초등학교, 우성아파트, 한신아파트, 대우아파트, 현대아파트||,||6@공무원아파트, 개포동방면, 우성아파트||,||7@수서경찰서, 일원2동주민센터, 하상장애인종합복지관, 강남종합사회복지관, 개원중학교, 서울강남우체국, 컴퓨터프로그램 보호위원회, 강남구건강가정지원센터, 한국저작권위원회, 강남장애인복지관||,||8@SH공사, 대청아파트, 대치아파트, LG개포자이아파트||",긴급전화(역무실) : 02-6110-3471
430,12,인천선,동춘,계약,동막,,Y,"||1@남동공단, 인천상공회의소 ||,||2@남동공단, 고잔동 ||,||3@남동공단, 고잔동 ||,||4@송도유원지, 동막초등교, 인천여중교, 차량등록사업소, 대우아파트, 삼환아파트, 삼성아파트, 럭키아파트, 대림2차아파트, 현대1.2차아파트, 동춘1동사무소, 동춘소방파출소, 한양2차아파트, 한화마트, 청량중학교, 동춘마을아파트, 연수메디칼의원 ||,||5@송도유원지, 동막초등교, 인천여중교, 차량등록사업소, 대우아파트, 삼환아파트, 삼성아파트, 럭키아파트, 대림2차아파트, 현대1.2차아파트, 동춘1동사무소, 동춘소방파출소, 한양2차아파트, 한화마트, 청량중학교, 동춘마을아파트, 연수메디칼의원 ||,||6@연수구청, 연성초등교, 연수경찰서, 한양1차아파트, 금호아파트, 동아아파트, 풍림3차아파트, 롯데아파트, 우성1차아파트, 한빛은행, 청량동사무소, 연성중교, 주택은행, 청량초등교   ||",긴급전화(역무실) : 032-814-5702
58,1,1호선,종로3가,소요산,인천,승강기 위치는 2-1번출구 쪽에 있습니다.      승강기를 이용하여 지하1층 대합실로 내려가십시오.      우측 방향으로 이동하신 후 승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@탑골공원,허리우드극장,주택은행,피카디리극장,||,||2@피카소극장,초동교회,단성사,종로3,4가동사무소,||,||3@종로3가,소방파출소,한일은행||,||4@서울지방노동청,종묘시민공원,||,||5@세운상가,귀금속상가,조명기구상가||,||6@상업은행,센츄럴호텔,청계3가방면||,||7@조흥은행,서울시네마타운,수도공구상가||,||8@중소기업은행,시사영어사,관수동,국일관,||",긴급전화(역무실) : 02-6110-1291
120,2,2호선,강남,성수,성수,"승강기 위치는 6번출구 쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오      좌측 방향으로 이동하여 개찰구를 통과하십시오.      좌, 우측 승강기를 이용하여 승강장으로 내려가십시오",Y,"||1@역삼1동, 국민건강보험공단 강남서부지사, 국세청 고객만족센터||,||2@말죽거리, 뱅뱅사거리||,||3@우성아파트,서초동,||,||4@서운중학교,신동아아파트,||,||5@서일중학교,진흥아파트,||,||6@뉴욕제과,서초초등학교,제일생명,가교웹스쿨,E4 ART SCHOOL||,||7@서초1동, 말죽거리, KDB 산업은행, 서초2동주민센터, 우성아파트||,||8@서초1,2동, 서울강남고용노동지청(별관), KDB 산업은행, 서운중학교, 신동아아파트||,||9@서초4동, 서일중학교, 진흥아파트, 삼호아파트||,||10@기업은행 강남역지점||,||11@역삼1동||,||12@국립어린이청소년도서관, 국기원, 특허청서울사무소, 한국발명진흥회, 지식재산전문도서관(한국지식재산연구원)||",긴급전화(역무실) : 02-6110-2221
117,2,2호선,방배,시청,시청,"승강기 위치는 3번출구 쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      우측 방향으로 이동하여 개찰구를 통과하십시오.      좌, 우측 승강기를 이용하여 승강장으로 내려가십시오.",Y,"||1@남부순환로, 서울남부보훈지청, 서초여성회관, 방배3동주민센터, 기업은행 방배동지점, 서초고용센터, 상문고교, 신동아아파트, 삼익,임광아파트, 래미안 방배 아트힐||,||2@남부순환로, 백석예술대학, 백석대학교 대학원, 경남,대우 아파트, 서울특별시 교육원, 구립 방배유스센터, 제대군인지원센터||,||3@방배1동주민센터, 이수중학교, 내방역(7호선), 반포세무서, 금강KCC 아파트||,||4@청권사, 방일초등학교, 방배아파트, 내방역(7호선), 서울고교||",긴급전화(역무실) : 02-6110-2251
254,5,5호선,광나루,방화,"상일도,마천",승강기 위치는 S-oil주유소 주변 1번출구 쪽에 있습니다.    1번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 아차산 방면 승강장 위치입니다,Y,"||1@광장동사무소, 광장중학교, 광장초교, 정립회관, 장로회신학대학 ||,||2@워커힐, 한강호텔, 우편취급소, 버드나무집 ||,||3@광남초등교, 광남중학교 ||,||4@광장파출소, 광장변전소, 다니엘학교, 광현교회, 국제약품 ||",긴급전화(역무실) : 02-6311-5461
257,5,5호선,길동,방화,"상일도,마천",승강기 위치는 삼환빌딩 내부에 있습니다.    삼환빌딩 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 지하2층 대합실로 내려오십시오.    엘리베이터에 내리셔서 직진하시면 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 강동 방면 승강장 위치입니다.,Y,"||1@천동초등교, 송천병원, 강동성심병원, 국민은행, 축협 ||,||2@수협, 축협, 굽은다리 ||,||3@조흥은행, 길동사거리, 길1동사무소, 강동도서관, 길동초등교 ||",긴급전화(역무실) : 02-6311-5491
329,7,7호선,학동,장암,온수,승강기 위치는 3번출구 쪽에 있습니다.    3번출구 승강기를 이용해 내려가십시오.    우측으로 이동하신 후 승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@강남YMCA, 한국관세사회, 한국관광공사교육원||,||2@강남우체국||,||3@논현제2동||,||4@논현제1동||,||5@논현초등학교, 논현가구거리||,||6@논현제1동사무소, 논현제1동파출소||,||7@학동공원||,||8@국제고등기술교||,||9@언북중교||,||10@서울세관, 서울통계사무소, 논현제2동파출소, 논현제2동사무소, 한국사전자수박물관||",긴급전화(역무실) : 02-6311-7311
347,7,7호선,천왕,장암,온수,,Y,"||1@오류동, 천왕동, 오남중학교||,||2@오류제2동, 오류제2동파출소, 오류남초등학교, 덕일전자공고||,||3@오류제2동사무소, 오류제2동우체국||",긴급전화(역무실) : 02-6311-7491
356,8,8호선,문정,암사,모란,엘리베이터에 내리셔서 직진하시면 좌측에 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 가락시장 방면 승강장 위치입니다.,Y,"||1@잠실방면, 문정제1동||,||2@성남방면, 송파세무서방면||,||3@성남방면||,||4@잠실방면, 농수산물종합도매시장||",긴급전화(역무실) : 02-6311-8181
360,8,8호선,잠실,암사,모란,,Y,"||1@올림픽공원, 송파지청, 잠실전화국||,||2@송파대로방면, 롯데월드||,||3@교통회관, 한국어린이 육영회, 향군회관||",긴급전화(역무실) : 02-6311-8141
366,9,분당선,한티,선릉,보정,,Y,,긴급전화(역무실) : 02-569-9704
369,9,분당선,개포동,선릉,보정,,Y,,긴급전화(역무실) : 02-3412-4418
2,1,1호선,두정,구로,천안,,Y,,긴급전화(역무실) : 041-562-7791
4,1,1호선,성환,구로,천안,,Y,,긴급전화(역무실) : 041-581-7788
5,1,1호선,평택,구로,천안,,Y,,긴급전화(역무실) : 031-652-7811
6,1,1호선,지제,구로,천안,,Y,,긴급전화(역무실) : 1544-7788
9,1,1호선,진위,구로,천안,,Y,,긴급전화(역무실) : 1544-7788
294,6,6호선,합정,응암,봉화산,승강기 위치는 SC제일은행 주변 5번출구에 있습니다.    5번출구 엘리베이터를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 직진하여 우측으로 직진하시면 2호선 환승통로가 보입니다.    환승통로에서 직진하시면 좌측에 엘리베이터가 있습니다.    지하1층에서 엘리베이터를 이용하시어 내려오십시오.    지하2층 승강장에 내리시면 당산 방면 승강장입니다,Y,"||1@합정파출소, 서교종합시장||,||2@서교동, 양화로||,||3@서교동, 극동방송.아세아방송, 서교동사무소, 서교파출소||,||4@서교우체국, 서교소방파출소||,||5@서교동, 서교우체국, 서교소방파출소||,||6@대흥로, 상수동방면 ||,||7@합정동, 합정시장, 성산중교, 양화진파출소, 절두산순교박물관||,||8@합정동, 홀트아동복지회, 합정동사무소, 성산초등학교||,||9@합정파출소, 서교종합시장||",긴급전화(역무실) : 02-6311-6221
307,7,7호선,장암,장암,온수,승강기 위치는 1번출구 쪽에 있습니다.    1번출구 승강기를 이용하여 올라가십시오.    올라가신 후 반대쪽에 있는 승강기를 이용하여 내려가십시오.    승강기에서 내리신 후 정면에 대합실 방향으로 가십시오.    승강장으로 가십시오,Y,||1@의정부시 장암동 ||,긴급전화(역무실) : 02-6311-7091
230,5,5호선,양평,방화,"상일도,마천",승강기 위치는 삼천리아파트 맞은편 양평역 2번출구 쪽에 있습니다.    2번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 지하1층 대합실이 보입니다.    지하1층 대합실에서 우측으로 직진하시면 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 지하4층 대합실로 내려오십시오.    지하4층에서 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 영등포구청 방면 승강장 위치입니다,Y,"||1@목화예식장, 외환은행, 영은교회 ||,||2@당중초등교, 국민은행, 한중금고, 상업은행 ||",긴급전화(역무실) : 02-6311-5221
256,5,5호선,강동,방화,"상일도,마천",승강기 위치는 동신중학교 주변 1번출구 쪽에 있습니다.    1번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 좌측에 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 둔촌동 방면 승강장 위치입니다.,Y,"||1@강동프라자약국, 힐탑오피스텔, 강동성심병원 ||,||2@동주병원, 강동구청 ||,||3@경남빌딩, 경남은행, 한독주유소 ||",긴급전화(역무실) : 02-6311-5481
266,5,5호선,개농,방화,"상일도,마천",승강기 위치는 SK파크타워아파트 주변 3번출구 쪽에 있습니다.    3번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 직진하시면 우측에 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 거여 방면 승강장 위치입니다.,Y,"||1@오금공원, 곰두리체육센터, 송파도서관, 오주중학교, 오금우체국, 가락우창아파트, 한일은행 ||,||2@보인중상고, 상아아파트, 삼성아파트, 국민은행, 송파고려의원, 가락삼환아파트 ||,||3@동성종합건설, 이조갈비, 가락한라아파트, 킹스리커주류할인점, 극동아파트, 송파중학교 ||,||4@보람은행, 동양투자신탁, 쌍용아파트, LG증권 ||",긴급전화(역무실) : 02-6311-5581
272,6,6호선,석계,응암,봉화산,승강기 위치는 기업은행 주변 3번출구에 있습니다.    3번출구 엘리베이터를 이용하시어 지하2층 대합실에 내리십시오.    지하2층에 내리셔서 직진하시면 좌측에 개찰구가 보입니다.    개찰구에서 직진하시면 우측에 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 돌곶이 방면 승강장입니다,Y,"||1@광운대학교, 월계제1동, 현대아파트, 삼창아파트, 동신아파트 ||,||2@월계동3동, 성북방면, 그랑빌아파트||,||3@한천초등학교, 월릉교 ||,||4@태릉민방위교육장, 중랑천, 두산아파트||,||5@석관제1동, 석관중고등학교, 중앙하이츠아파트, 삼성아파트||,||6@석관1파출소, 석관초등학교||,||7@석관1동사무소, 장위사거리, 우남아파트||",긴급전화(역무실) : 02-6311-6441
309,7,7호선,수락산,장암,온수,승강기 위치는 1번출구 쪽에 있습니다.    승강기를 이용하여 지하2층 대합실로 내려오십시오.    복도를 따라 좌측에 있는 리프트를 이용하여 승강장으로 가십시오.,Y,"||1@수락산유원지 ||,||2@북부농협 수락지소, 산림욕장 ||,||3@수협 수락출장소 ||,||4@조흥은행, 수락웨딩부페 ||",긴급전화(역무실) : 02-6311-7111
310,7,7호선,마들,장암,온수,승강기 위치는 5번출구 쪽에 있습니다.    5번출구 승강기를 이용하여 지하1층 대합실로 내려가십시오.    우측 뒤편에 있는 승강기를 이용하여 승강장으로 가십시오,Y,"||1@주공12단지 ||,||2@주공12단지 ||,||3@주공12단지, 동대문상고 ||,||4@주공8,9단지 ||,||5@주공10단지, 온수고, 도봉정보산업고 ||,||6@주공11단지 ||,||7@주공11단지, 동일초등교, 상경중교, 공무원연금매장 ||,||8@주공11단지, 동일초등교, 상경중교, 공무원연금매장 ||",긴급전화(역무실) : 02-6311-7121
108,2,2호선,까치산,시청,시청,리프트를 이용하여 지하 1층 대합실로 내려가십시오.    개찰구 반대쪽에 있는 승강기를 이용하여 지하 4층으로 내려가십시오.    정면에 있는 리프트를 이용하여 지하 5층 승강장으로 내려가십시오.    직진 후 우측으로 이동하시면 2호선 승강장이 있습니다.,Y,"||1@화곡8동사무소,농협,미성아파트||,||2@주택은행,한국통신,국민은행,화곡2동사무소,||,||3@화곡1동사무소||,||4@동산병원,대성학원,화곡동교회||",긴급전화(역무실) : 02-6110-2471
141,3,3호선,구파발,대화,수서,승강기 위치는 1번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      직진 후 좌측 방향으로 이동하신 후      승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@북한산방면, 구파발폭포, 진관초등학교, 진관중학교.고등학교, 서울은빛초등학교, 구파발9단지래미안아파트||,||2@기자촌방면, 신도초등학교, 신도중학교, 서울은진초등학교, 은평메디텍고등학교, 진관동주민센터, 현대힐스테이트아파트, 두산금호아파트, 동부포스코아파트||,||3@연신내방면, 은평노인종합복지관||,||4@통일로방면, 구파발10단지어울림아파트||",긴급전화(역무실) : 02-6110-3201
